name,stars,rating_no,price
"Aurora Nutrascience, Mega-Liposomal Vitamin C, Organic Fruit, 3,000 mg, 16 fl oz (480 ml)","4.7/5 - 3,731 Reviews","3,731",SG$66.11
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 500 mg, 240 Veggie Capsules","4.8/5 - 24,784 Reviews","24,784",SG$18.43
"NeoCell, Super Collagen, + Vitamin C & Biotin,  180 Tablets","4.6/5 - 40,723 Reviews","40,723",SG$25.44
"NaturesPlus, Animal Parade, Vitamin C Children's Chewable Supplement, Orange Juice, Sugar Free, 90 Animal-Shaped Tablets","4.9/5 - 13,336 Reviews","13,336","SG$12.63,SG$17.30,27% Off"
"Solgar, Ester-C Plus, Vitamin C,  500 mg, 100 Vegetable Capsules","4.9/5 - 14,790 Reviews","14,790",SG$20.25
"Life Extension, Glutathione, Cysteine & C, 100 Capsules","4.5/5 - 3,265 Reviews","3,265",SG$24.13
"Doctor's Best, Pure Vitamin C Powder with Q-C, 8.8 oz (250 g)","4.6/5 - 4,562 Reviews","4,562",SG$28.99
"Garden of Life, Vitamin Code, RAW Vitamin C, 120 Vegan Capsules","4.8/5 - 5,786 Reviews","5,786",SG$44.38
"Lake Avenue Nutrition, Vitamin C, Quali-C, 1,000 mg, 60 Veggie Capsules","4.7/5 - 18,391 Reviews","18,391",SG$10.08
"Natural Factors, Big Friends, Chewable Vitamin C, Tangy Orange, 250 mg, 90 Chewable Tablets","4.8/5 - 7,450 Reviews","7,450",SG$13.53
"NOW Foods, C-1000 with Bioflavonoids, 100 Veg Capsules","4.8/5 - 14,810 Reviews","14,810",SG$14.04
"American Health, Ester-C, 500 mg, 225 Vegetarian Tablets","4.9/5 - 13,867 Reviews","13,867",SG$28.13
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 240 Veggie Capsules","4.9/5 - 35,517 Reviews","35,517",SG$26.46
"California Gold Nutrition, Buffered Gold C, Non-Acidic Vitamin C Powder, Sodium Ascorbate, 8.40 oz (238 g)","4.8/5 - 14,907 Reviews","14,907",SG$19.72
"Swanson, Vitamin C, Orange, 60 Gummies",4.8/5 - 134 Reviews,134,SG$6.19
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)","4.8/5 - 11,649 Reviews","11,649",SG$5.97
"California Gold Nutrition, Liposomal Vitamin C, 1,000 mg, 30 Packets, 0.2 fl oz (6 ml) Each","4.4/5 - 2,639 Reviews","2,639",SG$67.24
"YumEarth, Organic Vitamin C Hard Candies, Antioxidant Fruit, 3.3 oz (93.6 g)","4.8/5 - 6,813 Reviews","6,813",SG$6.01
"Aurora Nutrascience, Micro-Pack+ Vitamin C, 1,000 mg , 30 Packets, 0.17 fl oz (5 ml) Each",4.5/5 - 484 Reviews,484,SG$49.24
"21st Century, Vitamin C, 500 mg, 250 Tablets","4.8/5 - 22,533 Reviews","22,533",SG$12.02
"Natural Factors, Vitamin C, Plus Bioflavonoids & Rosehips, 1,000 mg, 90 Tablets","4.8/5 - 7,956 Reviews","7,956",SG$11.52
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 360 Veggie Caps","4.7/5 - 5,867 Reviews","5,867",SG$64.65
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 120 Veggie Caps","4.7/5 - 5,867 Reviews","5,867",SG$27.66
"21st Century, Vitamin C, 250 mg, 110 Tablets","4.7/5 - 8,352 Reviews","8,352",SG$5.33
"NOW Foods, C-500 With Rose Hips, 250 Tablets","4.8/5 - 6,754 Reviews","6,754",SG$19.15
"21st Century, Vitamin C with Rose Hips, 1,000 mg, 110 Tablets","4.8/5 - 3,568 Reviews","3,568",SG$13.37
"NOW Foods, C-1000 with Bioflavonoids, 250 Veg Capsules","4.8/5 - 14,810 Reviews","14,810",SG$30.28
"NutriBiotic, Immunity, Vitamin C + D3 & Zinc, 250 Capsules","4.9/5 - 7,828 Reviews","7,828",SG$29.41
"American Health, Ester-C with Citrus Bioflavonoids, 500 mg, 60 Capsules","4.9/5 - 2,694 Reviews","2,694",SG$12.64
