name,stars,rating_no,price
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)","4.8/5 - 11,616 Reviews","11,616",SG$5.53
"Thorne, Vitamin C with Flavonoids, 90 Capsules","4.8/5 - 2,595 Reviews","2,595",SG$24.90
"Aurora Nutrascience, Micro-Pack+ Vitamin C, 1,000 mg , 30 Packets, 0.17 fl oz (5 ml) Each",4.5/5 - 477 Reviews,477,SG$49.11
"Lipo Naturals, Liposomal Vitamin C from Sunflowers, 15 oz (443 ml)","4.5/5 - 2,622 Reviews","2,622",SG$43.12
"Nature's Bounty, Ester-C, Maximum Strength, 1,000 mg, 120 Vegetarian Coated Tablets","4.9/5 - 9,229 Reviews","9,229",SG$31.25
"NOW Foods, C-1000 with Bioflavonoids, 250 Veg Capsules","4.8/5 - 14,767 Reviews","14,767",SG$30.21
"American Health, Ester-C with Citrus Bioflavonoids, 500 mg, 450 Vegetarian Tablets","4.9/5 - 14,692 Reviews","14,692",SG$55.57
"Solaray, Timed Release Vitamin C, 500 mg, 100 VegCaps","4.8/5 - 7,259 Reviews","7,259",SG$10.13
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 360 Veggie Caps","4.7/5 - 5,849 Reviews","5,849",SG$64.48
"Solaray, Timed Release Vitamin C with Rose Hips & Acerola, 1,000 mg, 250 Tablets","4.7/5 - 13,121 Reviews","13,121",SG$30.79
"YumEarth, Organic Vitamin C Hard Candies, Antioxidant Fruit, 3.3 oz (93.6 g)","4.8/5 - 6,791 Reviews","6,791",SG$5.56
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 120 Veggie Caps","4.7/5 - 5,849 Reviews","5,849","SG$20.14,SG$27.59,27% Off"
"Life Extension, Vitamin C and Bio-Quercetin Phytosome, 250 Vegetarian Tablets","4.8/5 - 5,132 Reviews","5,132",SG$32.57
