name,stars,rating_no,price
"Aurora Nutrascience, Mega-Pack+ Vitamin C, 3,000 mg, 32 Packs, 0.5 fl oz (15 ml) Each",4.7/5 - 702 Reviews,702,SG$70.57
"Garden of Life, Vitamin Code, RAW Vitamin C, 120 Vegan Capsules","4.8/5 - 5,789 Reviews","5,789",SG$44.38
"NutriBiotic, Immunity, Sodium Ascorbate, 100 Vegan Capsules","4.9/5 - 12,577 Reviews","12,577",SG$16.64
"Life Extension, Glutathione, Cysteine & C, 100 Capsules","4.5/5 - 3,268 Reviews","3,268",SG$24.13
"NOW Foods, C-1000 with Bioflavonoids, 100 Veg Capsules","4.8/5 - 14,819 Reviews","14,819",SG$14.04
"Natural Factors, Big Friends, Chewable Vitamin C, Tangy Orange, 250 mg, 90 Chewable Tablets","4.8/5 - 7,459 Reviews","7,459",SG$13.53
"Doctor's Best, Pure Vitamin C Powder with Q-C, 8.8 oz (250 g)","4.6/5 - 4,567 Reviews","4,567",SG$28.99
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 240 Veggie Capsules","4.8/5 - 35,539 Reviews","35,539",SG$26.46
"American Health, Ester-C, 500 mg, 225 Vegetarian Tablets","4.9/5 - 13,882 Reviews","13,882",SG$28.13
"Lake Avenue Nutrition, Vitamin C, Quali-C, 1,000 mg, 60 Veggie Capsules","4.7/5 - 18,401 Reviews","18,401",SG$10.08
"California Gold Nutrition, Buffered Gold C, Non-Acidic Vitamin C Powder, Sodium Ascorbate, 8.40 oz (238 g)","4.8/5 - 14,921 Reviews","14,921",SG$19.72
"Aurora Nutrascience, Micro-Pack+ Vitamin C, 1,000 mg , 30 Packets, 0.17 fl oz (5 ml) Each",4.5/5 - 488 Reviews,488,SG$49.24
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)","4.8/5 - 11,655 Reviews","11,655",SG$5.97
"21st Century, Vitamin C with Rose Hips, 1,000 mg, 110 Tablets","4.8/5 - 3,569 Reviews","3,569",SG$13.37
"Swanson, Vitamin C, Orange, 60 Gummies",4.8/5 - 137 Reviews,137,SG$6.19
"Natural Factors, Vitamin C, Plus Bioflavonoids & Rosehips, 1,000 mg, 90 Tablets","4.8/5 - 7,959 Reviews","7,959",SG$11.52
"YumEarth, Organic Vitamin C Hard Candies, Antioxidant Fruit, 3.3 oz (93.6 g)","4.8/5 - 6,816 Reviews","6,816",SG$6.01
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 120 Veggie Caps","4.7/5 - 5,872 Reviews","5,872",SG$27.66
"NOW Foods, C-500 With Rose Hips, 250 Tablets","4.8/5 - 6,761 Reviews","6,761",SG$19.15
"California Gold Nutrition, Liposomal Vitamin C, 1,000 mg, 30 Packets, 0.2 fl oz (6 ml) Each","4.4/5 - 2,644 Reviews","2,644",SG$67.24
"21st Century, Vitamin C, 250 mg, 110 Tablets","4.7/5 - 8,361 Reviews","8,361",SG$5.33
"21st Century, Vitamin C, 500 mg, 250 Tablets","4.8/5 - 22,552 Reviews","22,552",SG$12.02
