name,stars,rating_no,price
"Garden of Life, Vitamin Code, RAW Vitamin C, 120 Vegan Capsules","4.8/5 - 5,816 Reviews","5,816",SG$44.40
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 240 Veggie Capsules","4.8/5 - 35,626 Reviews","35,626",SG$26.47
"Aurora Nutrascience, Mega-Liposomal Vitamin C, Organic Fruit, 3,000 mg, 16 fl oz (480 ml)","4.7/5 - 3,747 Reviews","3,747",SG$66.13
"Doctor's Best, Pure Vitamin C Powder with Q-C, 8.8 oz (250 g)","4.6/5 - 4,585 Reviews","4,585",SG$29.00
"Solaray, Timed Release Vitamin C with Rose Hip & Acerola, 1,000 mg, 100 Tablets","4.7/5 - 13,211 Reviews","13,211",SG$14.51
"L'il Critters, Immune C Plus Zinc & Vitamin D, Assorted Flavors, 60 Gummies","4.8/5 - 14,790 Reviews","14,790",SG$11.09
"Aurora Nutrascience, Mega-Pack+ Glutathione, 750 mg, 32 Packs, 0.5 fl oz (15 ml) Each","4.6/5 - 1,147 Reviews","1,147",SG$95.80
"Solaray, Liposomal Vitamin C, 500 mg, 100 VegCaps","4.7/5 - 3,867 Reviews","3,867",SG$29.69
"California Gold Nutrition, Liposomal Vitamin C, 250 mg, 60 Veggie Capsules","4.7/5 - 1,546 Reviews","1,546",SG$24.98
"NOW Foods, C-1000 with Bioflavonoids, 100 Veg Capsules","4.8/5 - 14,856 Reviews","14,856",SG$14.05
"Mason Natural, Vitamin C, 500 mg, 100 Tablets","4.7/5 - 4,994 Reviews","4,994",SG$6.82
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 120 Veggie Caps","4.7/5 - 5,887 Reviews","5,887",SG$27.67
"Natural Factors, Big Friends, Chewable Vitamin C, Tangy Orange, 250 mg, 90 Chewable Tablets","4.8/5 - 7,492 Reviews","7,492",SG$13.54
"Aurora Nutrascience, Micro-Pack+ Vitamin C, 1,000 mg , 30 Packets, 0.17 fl oz (5 ml) Each",4.5/5 - 493 Reviews,493,SG$49.26
"21st Century, Vitamin C, 500 mg, 250 Tablets","4.8/5 - 22,613 Reviews","22,613",SG$12.02
"21st Century, Vitamin C with Rose Hips, 1,000 mg, 110 Tablets","4.8/5 - 3,578 Reviews","3,578",SG$13.38
"American Health, Ester-C with Citrus Bioflavonoids, 500 mg, 60 Capsules","4.9/5 - 2,708 Reviews","2,708",SG$12.64
"L'il Critters, Immune C Plus Zinc & Vitamin D, 190 Gummies","4.8/5 - 14,790 Reviews","14,790",SG$28.38
"NOW Foods, C-500 With Rose Hips, 250 Tablets","4.8/5 - 6,778 Reviews","6,778",SG$19.16
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)","4.8/5 - 11,674 Reviews","11,674",SG$5.98
"NutriBiotic, Immunity, Sodium Ascorbate, 250 Vegan Capsules","4.9/5 - 12,631 Reviews","12,631",SG$36.56
"California Gold Nutrition, Liposomal Vitamin C, 1,000 mg, 30 Packets, 0.2 fl oz (6 ml) Each","4.4/5 - 2,658 Reviews","2,658",SG$67.27
