name,stars,rating_no,price
"NutriBiotic, Immunity, Sodium Ascorbate, Crystalline Powder, 16 oz (454 g)","4.9/5 - 63,677 Reviews","63,677",SG$28.53
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 500 mg, 240 Veggie Capsules","4.8/5 - 24,884 Reviews","24,884",SG$18.43
"Natural Factors, Vitamin C, Plus Bioflavonoids & Rosehips, 1,000 mg, 90 Tablets","4.8/5 - 7,988 Reviews","7,988",SG$11.52
"Natural Factors, Vitamin C, Time Release, 1,000 mg, 180 Tablets","4.7/5 - 10,592 Reviews","10,592",SG$20.48
"Doctor's Best, Pure Vitamin C Powder with Q-C, 8.8 oz (250 g)","4.6/5 - 4,600 Reviews","4,600",SG$29.00
"Codeage, Vitamins, Liposomal Vitamin C+, Vitamin C, Quercetin, Rosehips, Zinc, 180 Capsules","4.8/5 - 2,759 Reviews","2,759",SG$47.30
"Life Extension, Glutathione, Cysteine & C, 100 Capsules","4.5/5 - 3,304 Reviews","3,304",SG$24.14
"Solaray, Timed Release Vitamin C with Rose Hip & Acerola, 1,000 mg, 100 Tablets","4.7/5 - 13,243 Reviews","13,243",SG$14.51
"L'il Critters, Immune C Plus Zinc & Vitamin D, 190 Gummies","4.8/5 - 14,811 Reviews","14,811",SG$28.38
"California Gold Nutrition, Liposomal Vitamin C, 1,000 mg, 30 Packets, 0.2 fl oz (6 ml) Each","4.4/5 - 2,666 Reviews","2,666","SG$33.63,SG$67.27,50% Off"
"NutriBiotic, Immunity, Sodium Ascorbate, 100 Vegan Capsules","4.9/5 - 12,664 Reviews","12,664",SG$16.65
"Solaray, Liposomal Vitamin C, 500 mg, 100 VegCaps","4.7/5 - 3,879 Reviews","3,879",SG$29.69
"Aurora Nutrascience, Mega-Pack+ Glutathione, 750 mg, 32 Packs, 0.5 fl oz (15 ml) Each","4.6/5 - 1,156 Reviews","1,156",SG$95.80
"Garden of Life, Vitamin Code, RAW Vitamin C, 120 Vegan Capsules","4.8/5 - 5,835 Reviews","5,835",SG$44.40
"American Health, Ester-C with Citrus Bioflavonoids, 500 mg, 60 Capsules","4.9/5 - 2,717 Reviews","2,717",SG$12.64
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 240 Veggie Capsules","4.8/5 - 35,685 Reviews","35,685",SG$26.47
"21st Century, Vitamin C, 500 mg, 250 Tablets","4.8/5 - 22,664 Reviews","22,664",SG$12.02
"Aurora Nutrascience, Mega-Pack+ Vitamin C, 3,000 mg, 32 Packs, 0.5 fl oz (15 ml) Each",4.7/5 - 712 Reviews,712,SG$70.60
"California Gold Nutrition, Liposomal Vitamin C, 250 mg, 60 Veggie Capsules","4.7/5 - 1,553 Reviews","1,553",SG$24.98
"Mason Natural, Vitamin C, 500 mg, 100 Tablets","4.7/5 - 5,004 Reviews","5,004",SG$6.82
"Aurora Nutrascience, Mega-Liposomal Vitamin C, Organic Fruit, 3,000 mg, 16 fl oz (480 ml)","4.7/5 - 3,757 Reviews","3,757",SG$66.13
"Thorne, Vitamin C with Flavonoids, 90 Capsules","4.8/5 - 2,627 Reviews","2,627",SG$24.97
"NOW Foods, C-1000 with Bioflavonoids, 100 Veg Capsules","4.8/5 - 14,881 Reviews","14,881",SG$14.05
"Natural Factors, Big Friends, Chewable Vitamin C, Tangy Orange, 250 mg, 90 Chewable Tablets","4.8/5 - 7,516 Reviews","7,516",SG$13.54
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)","4.8/5 - 11,684 Reviews","11,684",SG$5.98
"21st Century, Vitamin C, 250 mg, 110 Tablets","4.7/5 - 8,384 Reviews","8,384",SG$5.34
"Aurora Nutrascience, Micro-Pack+ Vitamin C, 1,000 mg , 30 Packets, 0.17 fl oz (5 ml) Each",4.5/5 - 498 Reviews,498,SG$49.26
"NOW Foods, Buffered C-1000 Complex, 180 Tablets","4.8/5 - 2,482 Reviews","2,482",SG$33.36
"21st Century, C-1000, Prolonged Release, 110 Tablets","4.8/5 - 2,767 Reviews","2,767",SG$13.37
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 120 Veggie Caps","4.7/5 - 5,902 Reviews","5,902",SG$27.67
