name,stars,rating_no,price
"Life Extension, Glutathione, Cysteine & C, 100 Capsules","4.5/5 - 3,327 Reviews","3,327","SG$19.31,SG$24.14,20% Off"
"21st Century, Vitamin C, 500 mg, 250 Tablets","4.8/5 - 22,735 Reviews","22,735","SG$9.62,SG$12.02,20% Off"
"Aurora Nutrascience, Mega-Pack+ Vitamin C, 3,000 mg, 32 Packs, 0.5 fl oz (15 ml) Each",4.7/5 - 725 Reviews,725,"SG$56.48,SG$70.60,20% Off"
"Solaray, Timed Release Vitamin C with Rose Hips & Acerola, 1,000 mg, 250 Tablets","4.7/5 - 13,280 Reviews","13,280","SG$24.70,SG$30.88,20% Off"
"21st Century, Vitamin C, 250 mg, 110 Tablets","4.7/5 - 8,402 Reviews","8,402","SG$4.27,SG$5.34,20% Off"
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 240 Veggie Capsules","4.8/5 - 35,773 Reviews","35,773","SG$21.55,SG$26.94,20% Off"
"Garden of Life, Vitamin Code, RAW Vitamin C, 120 Vegan Capsules","4.8/5 - 5,856 Reviews","5,856",SG$44.40
"Thorne, Vitamin C with Flavonoids, 90 Capsules","4.8/5 - 2,635 Reviews","2,635",SG$24.97
"Nature's Bounty, Ester-C, Maximum Strength, 1,000 mg, 120 Vegetarian Coated Tablets","4.9/5 - 9,274 Reviews","9,274","SG$25.07,SG$31.34,20% Off"
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)","4.8/5 - 11,705 Reviews","11,705","SG$4.78,SG$5.98,20% Off"
"NOW Foods, C-1000 with Bioflavonoids, 100 Veg Capsules","4.8/5 - 14,926 Reviews","14,926","SG$11.24,SG$14.05,20% Off"
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 360 Veggie Caps","4.7/5 - 5,924 Reviews","5,924","SG$51.74,SG$64.67,20% Off"
"NutriBiotic, Immunity, Vitamin C + D3 & Zinc, 250 Capsules","4.9/5 - 7,987 Reviews","7,987","SG$23.54,SG$29.42,20% Off"
"Aurora Nutrascience, Micro-Pack+ Vitamin C, 1,000 mg , 30 Packets, 0.17 fl oz (5 ml) Each",4.5/5 - 507 Reviews,507,"SG$39.41,SG$49.26,20% Off"
"Natural Factors, Big Friends, Chewable Vitamin C, Tangy Orange, 250 mg, 90 Chewable Tablets","4.8/5 - 7,545 Reviews","7,545","SG$10.83,SG$13.54,20% Off"
"NOW Foods, C-1000 with Bioflavonoids, 250 Veg Capsules","4.8/5 - 14,926 Reviews","14,926","SG$24.24,SG$30.30,20% Off"
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 120 Veggie Caps","4.7/5 - 5,924 Reviews","5,924","SG$22.14,SG$27.67,20% Off"
"Solaray, Timed Release Vitamin C with Rose Hips & Acerola, 1,000 mg, 250 VegCaps","4.7/5 - 7,127 Reviews","7,127","SG$26.91,SG$33.64,20% Off"
"Life Extension, Vitamin C and Bio-Quercetin Phytosome, 250 Vegetarian Tablets","4.8/5 - 5,182 Reviews","5,182","SG$26.14,SG$32.67,20% Off"
"NOW Foods, Chewable C-500, Orange Juice Flavor, 100 Tablets","4.7/5 - 2,503 Reviews","2,503","SG$13.04,SG$16.30,20% Off"
"NOW Foods, C-500 With Rose Hips, 250 Tablets","4.8/5 - 6,812 Reviews","6,812","SG$15.33,SG$19.16,20% Off"
"California Gold Nutrition, KIDS Gold C, Liquid Vitamin C, Tart Orange Flavor, 4 fl oz (118 ml)","4.9/5 - 22,992 Reviews","22,992","SG$9.45,SG$11.81,20% Off"
"Lipo Naturals, Liposomal Vitamin C from Sunflowers, 15 oz (443 ml)","4.5/5 - 2,655 Reviews","2,655",SG$43.24
"Solgar, U-Cubes, Children's Vitamin C Gummies, Orange & Strawberry, 90 Gummies","4.8/5 - 2,414 Reviews","2,414",SG$16.23
