name,stars,rating_no,price
"Doctor's Best, Pure Vitamin C Powder with Q-C, 8.8 oz (250 g)","4.6/5 - 4,589 Reviews","4,589",SG$29.00
"Solaray, Timed Release Vitamin C with Rose Hip & Acerola, 1,000 mg, 100 Tablets","4.7/5 - 13,220 Reviews","13,220",SG$14.51
"Codeage, Vitamins, Liposomal Vitamin C+, Vitamin C, Quercetin, Rosehips, Zinc, 180 Capsules","4.8/5 - 2,755 Reviews","2,755",SG$47.30
"Garden of Life, Vitamin Code, RAW Vitamin C, 120 Vegan Capsules","4.8/5 - 5,819 Reviews","5,819",SG$44.40
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 240 Veggie Capsules","4.8/5 - 35,645 Reviews","35,645",SG$26.47
"Solaray, Liposomal Vitamin C, 500 mg, 100 VegCaps","4.7/5 - 3,870 Reviews","3,870",SG$29.69
"Aurora Nutrascience, Mega-Pack+ Glutathione, 750 mg, 32 Packs, 0.5 fl oz (15 ml) Each","4.6/5 - 1,151 Reviews","1,151",SG$95.80
"Aurora Nutrascience, Mega-Liposomal Vitamin C, Organic Fruit, 3,000 mg, 16 fl oz (480 ml)","4.7/5 - 3,748 Reviews","3,748",SG$66.13
"California Gold Nutrition, Liposomal Vitamin C, 250 mg, 60 Veggie Capsules","4.7/5 - 1,549 Reviews","1,549",SG$24.98
"American Health, Ester-C with Citrus Bioflavonoids, 500 mg, 60 Capsules","4.9/5 - 2,711 Reviews","2,711",SG$12.64
"L'il Critters, Immune C Plus Zinc & Vitamin D, 190 Gummies","4.8/5 - 14,797 Reviews","14,797",SG$28.38
"Mason Natural, Vitamin C, 500 mg, 100 Tablets","4.7/5 - 4,999 Reviews","4,999",SG$6.82
"NOW Foods, C-1000 with Bioflavonoids, 100 Veg Capsules","4.8/5 - 14,863 Reviews","14,863",SG$14.05
"Aurora Nutrascience, Micro-Pack+ Vitamin C, 1,000 mg , 30 Packets, 0.17 fl oz (5 ml) Each",4.5/5 - 498 Reviews,498,SG$49.26
"Natural Factors, Big Friends, Chewable Vitamin C, Tangy Orange, 250 mg, 90 Chewable Tablets","4.8/5 - 7,504 Reviews","7,504",SG$13.54
"Doctor's Best, Vitamin C with Q-C, 1,000 mg, 120 Veggie Caps","4.7/5 - 5,888 Reviews","5,888",SG$27.67
"NutriBiotic, Immunity, Sodium Ascorbate, 250 Vegan Capsules","4.9/5 - 12,641 Reviews","12,641",SG$36.56
"Thorne, Vitamin C with Flavonoids, 90 Capsules","4.8/5 - 2,621 Reviews","2,621",SG$24.97
"NOW Foods, C-500 With Rose Hips, 250 Tablets","4.8/5 - 6,784 Reviews","6,784",SG$19.16
"YumEarth, Organic Vitamin C Drops, Citrus Grove, 3.3 oz (93.5 g)","4.8/5 - 11,677 Reviews","11,677",SG$5.98
"NOW Foods, Buffered C-1000 Complex, 180 Tablets","4.8/5 - 2,470 Reviews","2,470",SG$33.36
